timestamp,latitude,longitude,elevation
2019-04-06T18:40:43Z,38.3581337,-85.7546137,90.223
2019-04-06T18:40:48Z,38.3595685,-85.7546645,93.015
2019-04-06T18:40:53Z,38.3609616,-85.7547163,93.309
2019-04-06T18:40:59Z,38.362646,-85.754812,94.649
2019-04-06T18:41:04Z,38.3640643,-85.7548721,99.293
2019-04-06T18:41:10Z,38.365728,-85.7549694,100.523
2019-04-06T18:41:15Z,38.367148,-85.7550608,100.263
2019-04-06T18:41:21Z,38.3687853,-85.7553304,102.057
2019-04-06T18:41:27Z,38.3704238,-85.7557002,101.489
2019-04-06T18:41:33Z,38.3720589,-85.7561783,105.919
2019-04-06T18:41:38Z,38.3734064,-85.7565529,109.664
2019-04-06T18:41:43Z,38.3747467,-85.7569508,112.508
2019-04-06T18:41:49Z,38.37635,-85.7574098,113.624
2019-04-06T18:41:54Z,38.3777147,-85.7577976,113.162
2019-04-06T18:41:59Z,38.3790531,-85.7581943,110.871
2019-04-06T18:42:05Z,38.380649,-85.7586493,103.155
2019-04-06T18:42:10Z,38.3820644,-85.7590309,105.529
2019-04-06T18:42:16Z,38.3836942,-85.7595076,100.924
2019-04-06T18:42:22Z,38.3853809,-85.7599823,105.735
2019-04-06T18:42:28Z,38.3870412,-85.7604839,108.795
2019-04-06T18:42:34Z,38.3886406,-85.760935,109.325
2019-04-06T18:42:40Z,38.39026,-85.7614018,112.567
2019-04-06T18:42:46Z,38.3918537,-85.7618398,112.776
2019-04-06T18:42:52Z,38.3934839,-85.7623168,118.484
2019-04-06T18:42:58Z,38.395089,-85.762772,114.369
2019-04-06T18:43:04Z,38.3966983,-85.7632397,114.178
2019-04-06T18:43:10Z,38.3982828,-85.7636917,111.822
2019-04-06T18:43:16Z,38.3999349,-85.7641036,116.213
2019-04-06T18:43:21Z,38.4013525,-85.7644145,114.774
2019-04-06T18:43:27Z,38.4030879,-85.7646918,115.33
2019-04-06T18:43:33Z,38.4048003,-85.7648485,116.948
2019-04-06T18:43:38Z,38.4062332,-85.7649209,117.43
2019-04-06T18:43:43Z,38.4076866,-85.7649418,115.842
2019-04-06T18:43:49Z,38.409442,-85.7649386,113.758
2019-04-06T18:43:54Z,38.4109434,-85.7649242,113.093
2019-04-06T18:43:59Z,38.4124398,-85.7648561,108.715
2019-04-06T18:44:05Z,38.4142422,-85.7648703,105.695
2019-04-06T18:44:10Z,38.4157176,-85.7648303,104.155
2019-04-06T18:44:16Z,38.4174689,-85.7648072,101.799
2019-04-06T18:44:22Z,38.4192409,-85.7647958,100.435
2019-04-06T18:44:28Z,38.4209838,-85.7648181,99.743
2019-04-06T18:44:33Z,38.4222984,-85.7648478,101.685
2019-04-06T18:44:39Z,38.4239966,-85.7648433,101.764
2019-04-06T18:44:44Z,38.4254636,-85.7648388,103.829
2019-04-06T18:44:49Z,38.4269505,-85.7648151,104.794
2019-04-06T18:44:55Z,38.4287108,-85.7648244,104.68
2019-04-06T18:45:01Z,38.4304085,-85.7648145,103.692
2019-04-06T18:45:07Z,38.4320902,-85.7648004,104.94
2019-04-06T18:45:13Z,38.4338116,-85.7647832,105.63
2019-04-06T18:45:19Z,38.4355717,-85.7647964,108.583
2019-04-06T18:45:24Z,38.437077,-85.7649584,110.296
2019-04-06T18:45:29Z,38.4385585,-85.7652417,113.171
2019-04-06T18:45:35Z,38.4402183,-85.7657142,116.51
2019-04-06T18:45:41Z,38.4418407,-85.7662177,119.941
2019-04-06T18:45:47Z,38.4433656,-85.7667588,115.957
2019-04-06T18:45:53Z,38.4449728,-85.7672701,117.618
2019-04-06T18:45:58Z,38.4463677,-85.7676815,114.924
2019-04-06T18:46:03Z,38.447765,-85.7681348,115.119
2019-04-06T18:46:09Z,38.4494583,-85.7686797,114.12
2019-04-06T18:46:15Z,38.4511524,-85.7692135,115.326
2019-04-06T18:46:21Z,38.4528462,-85.7697385,118.804
2019-04-06T18:46:26Z,38.4542416,-85.7701534,117.682
2019-04-06T18:46:31Z,38.4556917,-85.7704598,113.012
2019-04-06T18:46:37Z,38.457488,-85.7706572,109.181
2019-04-06T18:46:42Z,38.4589565,-85.7706547,102.223
2019-04-06T18:46:48Z,38.4607296,-85.7705626,98.503
2019-04-06T18:46:54Z,38.462523,-85.7704401,98.989
2019-04-06T18:46:59Z,38.46397,-85.7703115,100.143
2019-04-06T18:47:05Z,38.4657064,-85.7702231,106.043
2019-04-06T18:47:11Z,38.4674389,-85.7701426,111.84
2019-04-06T18:47:17Z,38.4691047,-85.7700557,117.416
2019-04-06T18:47:23Z,38.4708254,-85.769971,119.978
2019-04-06T18:47:28Z,38.4722813,-85.7698906,117.609
2019-04-06T18:47:34Z,38.4740625,-85.7698305,115.193
